FCID,ANNPRE,ANNTMP,AUGMAXT,CONTPRE,CVPRE,DECMINT,DIFTMP,SMRTMP,SMRTP,ASPTR,DEM,PRR,SLPPCT,TPI450,TC1,TC2,TC3,NBR
58681,824,1133.6667,2182.7778,514,9572.7778,438.7778,1744,1489.7778,241,6,597.2222,20391.5556,53.6667,74.3333,234.2222,182.7778,-32.3333,740.6667
58682,832,1178.6667,2394.7778,517,9584.5556,444.5556,1950.1111,1589.7778,253.5556,97,634.2222,16419.4444,26.3333,127.8889,313.3333,169.2222,-86.8889,548.6667
58683,839.1111,1110.4444,2157.6667,519,9599,384.4444,1773.2222,1502.3333,237,3.4444,764,19177.2222,43.3333,101.6667,245.5556,193.2222,-22.8889,762.2222
58684,837,1099.7778,2158.3333,518,9598,372,1786.1111,1490.4444,236,51.1111,703.3333,14279.5556,56.2222,9.8889,154.1111,112.3333,-20.3333,718.7778
58685,816.7778,1183.7778,2204,509,9578.7778,459.3333,1744.7778,1561.5556,255.6667,2.4444,360.2222,18159.3333,57.1111,-38.4444,215.1111,155.5556,-30.1111,715.5556
58686,802.5556,1259.1111,2532,500,9577.5556,398.3333,2133.6667,1667,280,153.2222,66.2222,10278.5556,35.4444,-97.6667,187.6667,149.8889,-28.2222,739.1111
58687,801,1265.4444,2482.2222,498.1111,9564,404.3333,2077.8889,1668.6667,281.6667,195,90,13634.6667,23,-56.4444,252,212.6667,-33,771.6667
58688,848,1060.6667,2291.6667,497.8889,9587.5556,238.5556,2053.1111,1527.7778,240,132.7778,850.8889,13169.7778,28.4444,-25.2222,232.7778,148.8889,-39.1111,653.4444
58689,839.6667,1104,2521.5556,487.2222,9570.6667,270.1111,2251.3333,1579,251.3333,190.4444,848.6667,13466.1111,27.6667,28.2222,194.8889,138.8889,-25.5556,714.7778
58690,833,1190.2222,2652.7778,482.3333,9557.6667,369.8889,2282.8889,1670.1111,268.7778,178.5556,578.2222,13135.4444,24.2222,-25,197.3333,139.5556,-35.4444,689
58691,848,1066.6667,2265.2222,500,9585.6667,274,1991.3333,1514,237.6667,181,855.1111,10037.3333,47.5556,38.8889,144.7778,115.2222,-14.6667,760.4444
58692,832,1113.5556,2200.6667,506,9567.5556,410,1790.7778,1498.7778,239.6667,155.7778,707.2222,15606.4444,47.8889,109.1111,237.5556,149.7778,-43.3333,650.6667
58693,831.5556,1163.2222,2256,518,9571.6667,462,1794.1111,1548.1111,247.5556,112.4444,573.6667,14581.5556,21.6667,51.3333,206.4444,172,-13.4444,804.6667
58694,821.8889,1169.4444,2394.1111,514,9558.6667,416,1978.1111,1576,255.6667,143.6667,440.4444,17126,55.6667,15.5556,227.6667,182.4444,-27.2222,765
58695,787,1013.7778,2433.2222,414.6667,9112.6667,169.2222,2264,1508.8889,268.3333,168.6667,986.6667,14478.3333,20.2222,-20.5556,147.8889,116.8889,-17.8889,749.7778
58696,790,1012.5556,2437.3333,409.3333,9183.8889,164.2222,2273,1510.7778,267.5556,27.6667,999.2222,17240.1111,19.6667,25.5556,203.8889,158.6667,-26.7778,745.8889
58697,790.6667,983.3333,2403.7778,399.1111,9196.6667,136.6667,2267.2222,1479.6667,262.6667,19.3333,1049,20950.7778,48.8889,-4.6667,206,171.4444,-18.5556,789
58698,773,1104.4444,2572,392.6667,9150.5556,251.3333,2320.5556,1590.1111,291,114.8889,733.5556,16539.1111,4.5556,0.7778,188.3333,153.3333,-18.2222,780.4444
58699,766,1079.8889,2543.3333,399.3333,9124.6667,232.6667,2310.7778,1563.6667,287.8889,89.1111,765.3333,14567.4444,23,-25.6667,198.6667,152.8889,-22.4444,759.4444
58700,767,1055.1111,2521.6667,400.3333,9138.6667,209.3333,2312.3333,1538.3333,282.5556,59.3333,871.1111,19423.1111,36.7778,8.8889,196.8889,144.8889,-33.2222,712.8889
58701,773,1063.2222,2531,389.6667,9150.3333,220.6667,2310.2222,1544.8889,283,135.5556,750.6667,15017.6667,14.5556,-45.3333,194.1111,165,-14,801
58702,780,1012.7778,2492.4444,369.6667,9202,143,2349.5556,1529.5556,279.2222,62.8889,1117.7778,16990.1111,18.2222,90.5556,293.7778,200.6667,-71.4444,634.8889
58703,776,1021.4444,2496.1111,398.6667,9146.1111,154.7778,2341.4444,1527.4444,277,182.8889,903.1111,9657.5556,42.6667,-42,143.5556,111.1111,-15.4444,749.7778
58704,774,1102.8889,2577,421.6667,9106.3333,248.5556,2328.4444,1589.2222,288,116.2222,702.8889,17414.4444,16,-23,252.4444,220.6667,-25.7778,797.2222
58705,777,1016.5556,2495.7778,407,9142,153.8889,2342,1520.5556,275.3333,70.1111,1031.5556,14949.3333,32,54.5556,200.1111,156,-23.4444,757.1111
58706,775.4444,985.6667,2444.8889,400.8889,9145.6667,125.2222,2319.6667,1489.8889,270.6667,100.2222,1145.3333,18677.3333,30.6667,121.2222,222.6667,156.4444,-46.2222,666
58707,791,968.7778,2389.4444,394.1111,9197.1111,122.6667,2267,1465.2222,260.2222,180.3333,1129.2222,14159.7778,34.2222,32.7778,200.7778,160.2222,-29,744.7778
58708,784,1036.4444,2472.5556,419.7778,9150.4444,183.4444,2289.1111,1538.8889,274.7778,0.5556,968.8889,19176,28.8889,43.7778,184.6667,143.5556,-23.2222,742
58709,786,1036.4444,2475.4444,407,9163,181.6667,2293.6667,1539.6667,275.1111,134.6667,931,13317.1111,28.4444,-5.6667,199.3333,153.4444,-27.5556,733.1111
58710,754,1144.6667,2620.3333,434.1111,9205,322,2298.3333,1618.3333,300,116.3333,682.5556,18367.8889,28.5556,-18.7778,237.4444,214.7778,-13.7778,830.3333
58711,747,1096.2222,2631.8889,407,9131.7778,203,2428.8889,1597.3333,301.6667,81.1111,696.1111,19054.1111,29.1111,17,229.6667,171.1111,-37.7778,724.6667
58712,754,1061.3333,2520.8889,409,9118.3333,187.6667,2333.4444,1554,289.3333,65.8889,882.4444,14906.5556,32.7778,29.4444,225,155.2222,-41.7778,678.1111
58713,753.5556,1092.4444,2581.6667,411.8889,9115.5556,207,2375,1587,296.2222,118.2222,709.4444,17505.3333,11,-1.5556,193.7778,144.2222,-25.6667,739.8889
58714,756.6667,1083.5556,2556.7778,411,9122.4444,211.6667,2345,1573.7778,292.6667,147.6667,742,14824.4444,18.1111,-37.1111,230.2222,161.1111,-45.3333,678.3333
58715,763,1100.3333,2572.8889,411.2222,9121.8889,226.8889,2346,1587.7778,292,77.1111,714.4444,16418.2222,5.7778,-5.4444,187.2222,161.1111,-11,821.3333
58716,768.6667,1086.5556,2547.3333,403.1111,9126.2222,222.7778,2324.5556,1575.4444,288.4444,136.6667,747.1111,17489.2222,26.3333,-11.5556,212.2222,177.3333,-18.3333,792.7778
58717,772,1099,2564.7778,407.6667,9148.3333,252.1111,2312.7778,1583,288.4444,18.3333,699.2222,19418.7778,27.2222,-29.2222,221.6667,166.3333,-32.1111,725.4444
58718,775,1106.1111,2583.6667,428.5556,9071.8889,267.3333,2316.3333,1588.8889,287.2222,95.1111,680,17152,18.7778,-36.3333,183.3333,147,-22.5556,762.6667
58719,777,1111.6667,2598.8889,420.7778,9079.3333,265.4444,2333.3333,1593.3333,288,146.5556,681.5556,16439,11.7778,-62.6667,206.5556,174.2222,-26.8889,768.8889
58720,778,1124,2613,418.4444,9098.3333,261.2222,2351.8889,1608.8889,290.3333,91.3333,668.1111,16496.6667,1.4444,-24.3333,192.3333,164.7778,-21.8889,786.7778
58721,770,1122,2612.6667,490,9009.1111,265,2348,1603.3333,287,123.3333,649.8889,13729.8889,19.7778,-46.8889,158.5556,125.3333,-19.7778,758.5556
58722,767,1136.7778,2635.1111,443.8889,9096,271.6667,2363.6667,1622.4444,295.3333,161.6667,610.5556,11496,32.5556,-59.6667,191.1111,160,-23.3333,772
58723,751,1086.1111,2585.4444,410,9117.2222,192.3333,2393.2222,1585.3333,297,3.4444,703.7778,18363.8889,33.8889,-13.5556,221.8889,135.1111,-51.6667,602.2222
58734,767.5556,1012,2464.2222,492,8923.7778,148,2316.4444,1527.2222,273,161.4444,1017.7778,13708.2222,23,16,188.5556,165.1111,-11.4444,819.1111
58735,770,1009.6667,2462.7778,472.3333,8996.5556,143.8889,2319,1525.8889,273,127,1010.5556,18372.3333,31.7778,26.7778,224.2222,191.2222,-21.8889,791.1111
58736,770.8889,998.6667,2468.3333,440.4444,9077.3333,123.3333,2345.1111,1515.8889,273,198.7778,995.3333,16227.4444,8.3333,-1.2222,201.8889,171.1111,-13.1111,810.4444
58737,773,1009.6667,2479.7778,437.1111,9106.5556,134.2222,2345.4444,1519.5556,273,0.7778,917.5556,18352.3333,19.8889,-20.4444,205.8889,178.2222,-13.6667,807.8889
58738,776,1044.2222,2522,422.1111,9125.2222,183.1111,2339,1538.5556,277.1111,46.5556,860.6667,20108,38.3333,8.4444,244.2222,198.6667,-31.7778,754
58739,836.3333,1137.1111,2185.4444,518,9600.7778,449.7778,1735.6667,1502.7778,237.5556,146.8889,609.7778,16078.5556,33.6667,92.6667,248,194.8889,-29.1111,754.5556
58740,819.3333,1187.1111,2223.6667,510.6667,9578.3333,476.5556,1747,1566.7778,256,123,442.4444,14995.8889,40.3333,30.4444,233.2222,161.8889,-37.7778,697.8889
58741,830.2222,1130,2162.2222,515.7778,9594,437.6667,1724.1111,1504.3333,240.5556,86.3333,630.5556,16384.3333,44.8889,74.2222,203.4444,145.7778,-30.5556,709.4444
58742,840.4444,1087.1111,2130.6667,519,9601.5556,339.1111,1791.5556,1475.5556,232,77.8889,743.2222,12323.5556,69.7778,51,162.6667,117.4444,-22.3333,721.2222
58743,838,1097,2117,519,9592.6667,357.6667,1759.4444,1487.6667,235,64.3333,802.7778,16826.2222,24.5556,102,251.7778,170.2222,-60.2222,651.6667
58744,824.1111,1176.6667,2172.6667,514,9574.8889,482.7778,1689.8889,1553.4444,251,154.5556,567.2222,14065.8889,35.3333,83.8889,210.5556,170.4444,-25.7778,761.7778
58745,774,1101.3333,2577.3333,465.8889,9052,238.7778,2338.3333,1587.6667,284,195.7778,817.4444,13877.6667,27.6667,4.4444,204.6667,157.4444,-26.6667,741.8889
58746,776,1085.2222,2547,467.8889,8987.3333,221.3333,2325.4444,1584.5556,282.1111,91.1111,799.5556,15206.4444,21.8889,-17.2222,169,131.6667,-17.6667,764.6667
58747,773,1120.4444,2610.6667,469.5556,9034,261.4444,2349.1111,1605.8889,288,93.3333,741.1111,16170.4444,11.3333,6.6667,180.7778,128.7778,-29.8889,695.5556
58748,785,1067.5556,2514.5556,417.4444,9160,213.3333,2301.1111,1568.8889,280,11.7778,798.7778,17338.4444,30,-33.8889,196.6667,137.8889,-37.2222,683.1111
58749,774.7778,1107.5556,2590,457.5556,9080.8889,250.3333,2339.7778,1589.5556,285,59.3333,697.3333,15067.6667,34.2222,-37.6667,182.7778,130.7778,-31,698.2222
58750,785,1072.6667,2521.8889,419.2222,9126.4444,215.3333,2306.7778,1575,280.8889,194,866.6667,13170.8889,29.4444,24.3333,185.7778,137.4444,-30.4444,705.4444
58751,775,1139.1111,2680.4444,365.5556,9366.3333,265.6667,2415,1633.1111,298.4444,197.7778,748.4444,11245.7778,53,8.4444,169,117.8889,-30.3333,686.4444
58752,753,1153,2587.3333,429,9165.3333,369.8889,2217.3333,1604.2222,299,34.7778,655.7778,16324,31.6667,75.8889,179.5556,144.3333,-20.1111,774.7778
58753,753,1150.3333,2589.5556,431.3333,9158.2222,361.8889,2227.7778,1604,298.1111,190.5556,658.6667,14947.2222,25.8889,55.5556,198.5556,152.5556,-30,732.3333
58754,760,1202,2953.2222,397.4444,9349.7778,145.6667,2807.6667,1737.5556,321,79.2222,225.1111,13480.8889,24.7778,-49.2222,183.5556,127.6667,-33.6667,681.2222
58755,762,1183,2900,409,9290.6667,162.6667,2737.6667,1712.6667,317.6667,166.8889,274.8889,15500.8889,9,-41.8889,191.4444,156.5556,-19.2222,786
58756,765,1182.3333,2899.3333,401.6667,9341.1111,169.8889,2729.4444,1709,315,92.8889,241.7778,14241.1111,14.2222,-58.8889,160.2222,96,-36.7778,601.6667
58757,763.4444,1179,2802,402,9295.1111,261.2222,2540.7778,1680.4444,310.6667,0.4444,304.2222,17599.4444,52.8889,-72.1111,197,139.8889,-37.2222,680.7778
58758,781,1114.4444,2603.8889,393.3333,9142.3333,266.5556,2337.1111,1593.7778,289,27.5556,734.2222,15563,42.8889,4.3333,192.8889,150.1111,-23,749.6667
58759,780,1059.2222,2520.7778,391.3333,9175.1111,197.4444,2323.5556,1542.6667,280,56.7778,861.8889,14946.3333,42.8889,-7.3333,191.2222,142.3333,-25.6667,732.7778
58760,776,1083.2222,2558.7778,408.7778,9141.8889,240.2222,2318.7778,1562.7778,283.6667,166.5556,819,13670.6667,22.4444,37.5556,240.5556,166.4444,-46.2222,668.6667
58761,718,1127.3333,3039.8889,346.2222,9175.4444,-25.5556,3066.2222,1732.8889,358.6667,122.6667,710.4444,11916.1111,53.2222,62.6667,291.8889,152.5556,-80.5556,546.2222
58762,719,1131.5556,2983.2222,342.2222,9193.8889,-7.1111,2990.8889,1742,360,173.3333,737,11643.4444,43.7778,-7,220.3333,149.8889,-32.4444,702
58763,715,1202.3333,3236.6667,357.1111,9130.5556,0,3237.1111,1831,384.5556,196.4444,459.8889,16188.8889,11.4444,5.8889,225.7778,174.7778,-31.2222,747.2222
58764,715.8889,1190.7778,3222,354,9145.6667,-12,3235,1816,380.6667,157.8889,498.4444,15775,11.2222,19.4444,196.6667,147.7778,-29.8889,733.6667
58765,716,1147,3165,354.6667,9140,-40.7778,3206.4444,1757,367,196.4444,578.3333,12080.4444,42.7778,28.2222,181.8889,142.4444,-22,757.3333
58766,719,1133,2967.4444,342,9197.6667,-5.7778,2973.5556,1744.5556,361.8889,163,813.1111,16099,30,83,228.7778,154.8889,-39.5556,672.8889
58767,712,1141.1111,3046.6667,360.8889,9116,-12.2222,3060,1749,361,18.5556,535.4444,15890.7778,22,-73,208.1111,160.2222,-27.6667,741.4444
58768,704,1235.3333,3238.4444,363,9301.2222,41.4444,3196.8889,1860.5556,392,71.1111,357,18909.4444,35.2222,-39.8889,242.2222,173.5556,-44.8889,693
58769,703,1183.3333,3186.7778,368.2222,9273.4444,-5.1111,3192.6667,1800.5556,378.7778,162.1111,398.5556,14096.8889,40.6667,-69.1111,277.8889,225.6667,-41.8889,752.8889
58770,704,1198.2222,3200.4444,367.5556,9269.3333,6.1111,3194.8889,1818,381.6667,47.5556,463.8889,20100.6667,42.7778,32.5556,250.5556,184.8889,-43.3333,711
58771,708,1146,3023.3333,369.1111,9188,18.2222,3005.6667,1752.1111,361.6667,159.1111,610.6667,16934.5556,54.6667,1.4444,245.6667,171.6667,-51.8889,672.8889
58772,711,1110,2882.7778,363,9124.1111,-9.2222,2892.5556,1714,353,59.1111,762.7778,14180.6667,39.2222,-42,206.4444,184.3333,-9.2222,833.1111
58773,710,1104.3333,2781.4444,375,9100.2222,112.4444,2668.8889,1687.6667,346,65.1111,919,20290.5556,42.7778,65.4444,246.3333,179.4444,-45.2222,691
58775,778.7778,1044.5556,2488,428,9140.5556,185,2303,1549.6667,278.2222,153.5556,1014.1111,17621.2222,35.6667,21.2222,219.4444,191.5556,-14.8889,811
58776,779,1064.6667,2511.3333,418.5556,9122.5556,207.1111,2304.1111,1568.6667,283.6667,172.8889,1003.2222,16532.5556,41.3333,77.4444,217,176.1111,-27.4444,762
58777,780,1053.3333,2490.6667,436.2222,9073.2222,198.6667,2292,1558.2222,279.1111,145.3333,926.6667,13972.1111,21.8889,-1.5556,154.6667,111.1111,-23.6667,703
58778,778.8889,1093.1111,2567.6667,455.3333,9036.5556,220.4444,2347.3333,1598.7778,285.1111,68.8889,824.1111,15380.5556,21.3333,-3.5556,181.8889,143.4444,-19.1111,762.2222
58779,778.3333,1074,2528.3333,462.3333,8973.6667,211.7778,2316.5556,1579,280.3333,183.1111,895.3333,15126.6667,13.3333,19.8889,233.2222,141.7778,-63.8889,587.2222
58780,767,1155.3333,2658.2222,422.6667,9150.5556,298.4444,2360,1639.6667,300,95.1111,632.7778,15726.6667,15.1111,-4.2222,180.6667,148.1111,-17.5556,783
58781,767,1174.6667,2715,417.6667,9140.8889,291.7778,2423,1669.3333,305.4444,124.7778,578.6667,13753.3333,22.7778,-12.4444,171.4444,123.2222,-30.7778,693.7778
58782,766,1178.2222,2738.6667,400,9189.6667,294.8889,2443.8889,1674.7778,307.1111,183.1111,556.2222,12720.3333,28,-20.1111,168.4444,125.3333,-26,717.6667
58783,742.6667,1188.6667,2552,395.8889,9350.6667,211.6667,2340.3333,1617.7778,307.5556,2.4444,121.3333,15988,25.7778,-79,216,154,-43.6667,674.1111
58784,746,1178,2581.3333,436.5556,9150.8889,341,2240.2222,1623.8889,304,102.1111,251.4444,11121.3333,55.4444,-61.6667,181.8889,143.8889,-32.2222,723.7778
58785,754,1166.6667,2659,456.7778,9219.3333,203,2456.1111,1631,300.2222,49.3333,174.7778,12616.5556,49.1111,-107.3333,175.2222,136.2222,-32.2222,725.3333
58786,748.2222,1146.1111,2616,483.2222,8981.1111,319.8889,2296.3333,1620,299.1111,12.5556,702.8889,17783,19.1111,113.2222,250.8889,180.4444,-54.5556,684.8889
58787,763.4444,978.1111,2443.2222,429.3333,9046.6667,110,2333.1111,1489.7778,271,33.1111,1008.6667,19507.1111,24,8.5556,230.4444,203,-12,821.7778
58788,768,992.7778,2459.4444,430.6667,9056,118,2341.5556,1505,273,140.2222,1005.5556,15740.1111,12.2222,17.2222,181.1111,159.2222,-8.6667,826.3333
58789,743,900.3333,2514.3333,349.7778,9450.6667,-48.6667,2563.8889,1486.5556,291,196.3333,1404.2222,12853.5556,52,5.4444,230,159.1111,-46.2222,658.5556
58790,743,886.7778,2497.5556,348.6667,9459.2222,-60.5556,2559,1474.2222,289.1111,104.1111,1449.2222,13039.2222,39.5556,10.1111,153,117.6667,-14.5556,744.6667
58791,742,922,2531.7778,346.6667,9406.3333,-26.5556,2559,1505.5556,296.1111,77.3333,1361.4444,15333,25,5.1111,157.3333,124.8889,-13.3333,772.1111
58792,741,910.2222,2520.3333,355.8889,9408.6667,-28.8889,2550.1111,1500.6667,294.6667,163.3333,1402.3333,15177,17.6667,43.5556,170.7778,122.7778,-30.1111,689.8889
58793,741,935,2553,350.4444,9382.6667,-14.1111,2568.1111,1524.5556,300.1111,56.8889,1369.7778,19461.1111,26.5556,74,248,149.4444,-70.3333,575.7778
58794,741.5556,857.3333,2442.1111,363.5556,9397.7778,-81,2524,1443.3333,281.8889,95.6667,1439.3333,18196.7778,21.2222,-22.4444,248.5556,127,-80,481.7778
58795,742.1111,827.6667,2385.8889,361.6667,9415.6667,-108,2494.7778,1413.3333,275.5556,176.1111,1578.3333,16739.3333,19.7778,28,259.4444,152.8889,-76.8889,550.2222
58796,742,989,2636.7778,342.6667,9384.3333,-4.2222,2641.7778,1581.4444,311.7778,100.3333,1206.7778,11795,42.5556,-4.2222,143.4444,108,-19.6667,741.2222
58797,741,1082.3333,2848.8889,357.3333,9291.3333,-43,2893.1111,1684.6667,330.7778,197.3333,958.6667,12925.1111,32.5556,-25,219.7778,154.1111,-35.1111,698.8889
58798,739,978.6667,2617,363,9313.2222,-0.5556,2618,1565.7778,309,191.7778,1269.2222,14052.7778,43.4444,48.2222,196.5556,145,-26,717.6667
58799,742,776.3333,2319.8889,386,9298,-145,2465.7778,1342.3333,261.8889,143.5556,1624.4444,17363.2222,17.5556,82,216.7778,131.8889,-59.7778,583.4444
58800,749.3333,1079.6667,2819.6667,302.4444,9519.3333,12.6667,2807,1692.3333,334.6667,90.5556,989.5556,19471.5556,39.7778,-8,253.2222,207.3333,-29.2222,761.1111
58801,740,1105,2960.3333,346.2222,9320.2222,-53.6667,3015,1698.5556,337,58.7778,832.6667,18008.7778,20.2222,25.1111,272,162.7778,-66.7778,597.5556
58802,741.5556,1084.1111,2867.8889,350,9309.2222,-47.2222,2916.4444,1684.4444,332,38.2222,808.6667,15482.7778,49.3333,-45.4444,176.4444,134.5556,-19.1111,760.7778
58803,741,1076.3333,2872.1111,359,9299.5556,-47.7778,2921.1111,1674.2222,329.2222,38.1111,828.8889,15770.4444,29,-77,250.7778,147.8889,-67.8889,556
58804,740,1001,2653.8889,358.2222,9308.4444,-5.3333,2660.2222,1596,314.2222,163.2222,1094.8889,10447.6667,45.4444,-26.3333,173.5556,134.4444,-20.1111,747.3333
58805,741,1080,2818,357.7778,9322.5556,-22.7778,2841.5556,1688,332,53.7778,1049.4444,15318.8889,41.5556,60.8889,183.5556,144.4444,-19,765.7778
58806,741,1086.4444,2992.6667,341.5556,9346.1111,-94.8889,3088.4444,1684,332.8889,8.5556,713.6667,16906,32.8889,-39.4444,184.6667,140.6667,-23.5556,744.1111
58807,740.1111,1092,2934.2222,356,9329,-23.2222,2958.3333,1681.3333,331,21.1111,765.6667,15793.7778,26.5556,-48,220.4444,170.5556,-23.3333,761.7778
58808,739,1087.5556,2905.5556,354.6667,9327.1111,-11,2917.6667,1676.3333,331,49.2222,799.6667,18881.8889,55.7778,-47.7778,230.2222,129.6667,-61.6667,570.7778
58809,739,890.4444,2482.8889,366.5556,9320,-65.8889,2549.7778,1469.7778,290,60.2222,1354,18986.1111,20.7778,-1.1111,208.3333,159.5556,-28.3333,732
58810,739,909.8889,2510.6667,373.3333,9311.6667,-50,2561.6667,1494.3333,294,22.4444,1325.5556,19403.4444,27.1111,17.1111,208.6667,161.4444,-24.7778,750.6667
58811,739,849.7778,2420,367.1111,9321,-76.6667,2497.8889,1421,280.2222,6.4444,1519.5556,20596.5556,44.3333,61.7778,235.6667,146.6667,-59.7778,587.6667
58812,738,1010.3333,2679.6667,366.8889,9315.7778,-23.1111,2703.8889,1611.3333,317.7778,195,1136.5556,12214.8889,46.6667,38.5556,239.5556,163.4444,-41.7778,674.7778
58813,738.3333,1084.4444,3046,353.1111,9284.7778,-132.8889,3179.7778,1694.5556,336.5556,1.1111,674.4444,18216.1111,30.6667,-40.3333,171.7778,127.8889,-21.1111,741.6667
58814,742,1079.4444,2896.5556,357.6667,9277.5556,-57.8889,2955.5556,1677.6667,329.7778,0.5556,820.1111,19026,35.6667,-52.1111,222.2222,176.2222,-23.5556,760.7778
58815,740,1069.3333,2851.1111,368,9286.2222,-48,2899.7778,1671,328.7778,38.2222,828.1111,15312.8889,26.8889,-80.2222,181.2222,128,-33.8889,686.1111
58816,738,1022.7778,2688.5556,368.3333,9294,-12.3333,2701.6667,1627.1111,321.1111,1,1020.2222,18918,35.1111,-24.8889,196.1111,139.5556,-28.1111,714.3333
58817,739,1005.1111,2653.6667,372.8889,9305.5556,-14,2668.4444,1607.3333,316.5556,191.7778,1256.7778,11746.4444,41.2222,70.6667,202.4444,149.5556,-28.2222,712.4444
58818,740,918,2511.4444,380.4444,9297,-6.2222,2518.5556,1501.5556,294.3333,190.7778,1322.7778,10430.1111,48.5556,-6.8889,166.6667,119.3333,-22.7778,714.6667
58819,741,855.7778,2422.7778,385,9293,-57.4444,2481.2222,1431.7778,279.5556,40.8889,1318.8889,15644.8889,31.6667,-82.6667,167.1111,122,-30.7778,692.6667
58820,740,818.3333,2366.4444,382,9288,-103,2471,1379.7778,270.4444,8.5556,1514.7778,17891.7778,18.3333,13.6667,210.5556,146.4444,-41,675
58821,733.7778,898.6667,2468.8889,390.4444,9276.2222,-12.6667,2482.1111,1478.2222,292.2222,178.8889,1413.2222,11674.1111,35.1111,51.6667,168.1111,132.6667,-16.3333,766.3333
58822,734.6667,835,2369.6667,394,9282.1111,-76.5556,2447,1409.5556,277.6667,14.2222,1435.2222,17604.7778,49.5556,-8.1111,214.3333,143.6667,-36.3333,670.8889
58823,726.2222,912.8889,2488.3333,397,9242.1111,-3.2222,2491.7778,1490.1111,298.6667,22.2222,1340.4444,17042.8889,36.6667,32.4444,218.1111,159.5556,-26.8889,720.7778
58824,737,1104.4444,3020.4444,355,9274.6667,-83.1111,3104.6667,1705.2222,339.6667,183.2222,761.6667,11513.4444,39.6667,29.8889,164.3333,131.7778,-12.3333,784.8889
58825,739,1094.6667,2984.5556,355.1111,9283.6667,-84.1111,3069.6667,1699.8889,336.6667,167.1111,750,13602.3333,20,-17.4444,216.1111,144.5556,-45.5556,667
58826,741,1084.6667,2867.2222,360.3333,9290.8889,-32.8889,2901,1686,331.6667,177.1111,958.5556,15330.7778,32.6667,27.8889,255.7778,185.2222,-35.7778,712.3333
58827,740,1057.2222,2734.2222,366,9275,-5.4444,2740.7778,1665.6667,327.6667,73.7778,1072.5556,14087,41.4444,-7.1111,152.4444,110.6667,-16.6667,709.7778
58828,740,957.3333,2573.8889,368.1111,9287,-8,2582.3333,1537.3333,302.2222,109.4444,1282.3333,11777,52,-2.1111,126.8889,95.8889,-14.1111,745.1111
58829,740,864.1111,2423.3333,372.3333,9295.4444,-61.8889,2486.1111,1428.6667,281.2222,12,1411.5556,20070.2222,34.2222,6,231.3333,169.7778,-36.2222,704.4444
58830,738.8889,888,2468.1111,375,9294.5556,-43.5556,2512.4444,1463.2222,288.3333,198.4444,1385.4444,13798.6667,31.3333,-13.6667,222.4444,187.2222,-24.2222,770.6667
58831,737,921.3333,2515.8889,380,9275.5556,-16.3333,2533.1111,1499.8889,295.4444,159.4444,1348.3333,10891.2222,39.8889,-9.4444,129.1111,94.1111,-23,702.4444
58832,739,908.8889,2494.6667,382.8889,9280.6667,-28.6667,2523.8889,1489,292.4444,178.5556,1269.6667,10253.8889,46.5556,-33.1111,149.3333,114.1111,-16,750.5556
58833,737,974.6667,2600.6667,381,9272.6667,-16.4444,2618,1567,309,173.3333,1136.8889,15748.2222,15.7778,-71.3333,226.5556,171.4444,-32.1111,728.7778
58834,731.8889,1060.4444,2757.6667,382.3333,9240,-25.2222,2783.7778,1674.2222,334.2222,18.6667,967.2222,16336.8889,23.3333,-53.1111,227.2222,157.3333,-50,659.3333
58835,735.6667,1068,2831.2222,382.3333,9254,-35,2867,1670.2222,329,14.4444,843.7778,15981.2222,32.1111,-59.3333,199.5556,133.6667,-39.7778,657.8889
58836,740,969.3333,2593.5556,375,9303,-6.6667,2600.5556,1560.7778,307.3333,177.4444,1319.8889,13242.8889,27.8889,80.2222,169,116.6667,-28.3333,690
58837,745,940.2222,2504.6667,290,9313.8889,37.5556,2467.2222,1517.8889,302.7778,114.2222,1269,16987.6667,32.1111,51.2222,289.6667,95.5556,-96.7778,381.3333
58838,739,932.4444,2511.8889,324.5556,9202.7778,22.2222,2490.1111,1511.6667,303.2222,148.4444,1283.2222,17586.5556,35,58.6667,242.2222,170.3333,-46.5556,668.4444
58839,738,928.3333,2504.4444,331.8889,9190.1111,26.2222,2478.3333,1509,303,133.7778,1287.7778,13676,27.5556,17.5556,251.6667,53.6667,-92.4444,292.5556
58840,740,972.6667,2581.7778,312.6667,9225,54.6667,2527.2222,1556.8889,313.3333,131.6667,1166,12647.4444,33.6667,9,149.7778,106.5556,-23.8889,699.4444
58841,742,962.2222,2555.3333,305.6667,9251,50.6667,2504.7778,1544.8889,309.7778,84.5556,1130.1111,14386,30,-31.5556,132.3333,106.8889,-6.8889,810
58842,739.7778,1015,2656.4444,308.3333,9242.6667,66.7778,2589.6667,1602.8889,322.5556,150.2222,1071.5556,13500,24.3333,36.8889,258.5556,133,-82.6667,532.1111
58843,737,1008.5556,2649.7778,316.3333,9229.1111,70.8889,2579,1592.7778,322,65,1114.3333,19096.5556,22.8889,43.2222,223.8889,149.5556,-41,672.1111
58844,734,1029.4444,2686.7778,321.2222,9259,77.6667,2608.8889,1613.5556,327.1111,46.1111,1051.3333,17053.4444,2.6667,33.4444,212.8889,119.1111,-53.3333,608.1111
58845,732,1147.7778,3073.8889,293,9393.7778,-28.4444,3103.1111,1759.1111,362.6667,8.1111,680.8889,19813.2222,56.6667,73.7778,262.5556,193.6667,-51.1111,700.4444
